qfix, qfluct,cost,p,time,colapso
0.3,0.3,5,0.22,212.5,no colapso
0.3,0.3,5,0.23,18.2,colapso
0.3,0.3,5,0.23,228.4,no colapso
0.3,0.3,5,0.24,19,colapso
0.3,0.3,5,0.24,208.4,no colapso
0.3,0.3,5,0.25,18,colapso
0.3,0.3,5,0.25,136.6,no colapso
0.3,0.3,5,0.26,18.6,colapso
0.3,0.3,5,0.26,208.3,no colapso
0.3,0.3,5,0.27,20,colapso
0.3,0.3,5,0.27,226.3,no colapso
0.3,0.3,5,0.28,19.4,colapso
0.3,0.3,5,0.28,250.3,no colapso
0.3,0.3,5,0.29,21,colapso
0.3,0.3,5,0.29,264.2,no colapso
0.3,0.3,5,0.3,20,colapso
0.3,0.3,5,0.3,135.3,no colapso
0.3,0.3,5,0.31,20,colapso
0.3,0.3,5,0.31,332.9,no colapso
0.3,0.3,5,0.32,21.3,colapso
0.3,0.3,5,0.32,221.2,no colapso
0.3,0.3,5,0.33,21.6,colapso
0.3,0.3,5,0.33,234.9,no colapso
0.3,0.3,5,0.34,19.5,colapso
0.3,0.3,5,0.34,343.1,no colapso
0.3,0.3,5,0.35,19.2,colapso
0.3,0.3,5,0.35,209.1,no colapso
0.3,0.3,5,0.36,19.7,colapso
0.3,0.3,5,0.36,393.8,no colapso
0.3,0.3,5,0.37,19.5,colapso
0.3,0.3,5,0.37,404.2,no colapso
0.3,0.3,5,0.38,20,colapso
0.3,0.3,5,0.38,429,no colapso
0.3,0.3,5,0.39,21,colapso
0.3,0.3,5,0.39,462.6,no colapso
0.3,0.3,5,0.4,19.9,colapso
0.3,0.3,5,0.4,161.2,no colapso
0.3,0.3,5,0.41,19.5,colapso
0.3,0.3,5,0.41,550.6,no colapso
0.3,0.3,5,0.42,18,colapso
0.3,0.3,5,0.42,286.4,no colapso
0.3,0.3,5,0.43,18.2,colapso
0.3,0.3,5,0.43,294.9,no colapso
0.3,0.3,5,0.44,18.6,colapso
0.3,0.3,5,0.44,502.6,no colapso
0.3,0.3,5,0.45,18,colapso
0.3,0.3,5,0.45,265.7,no colapso
0.3,0.3,5,0.46,18.1,colapso
0.3,0.3,5,0.46,493.4,no colapso
0.3,0.3,5,0.47,17,colapso
0.3,0.3,5,0.47,279.5,no colapso
0.3,0.3,5,0.48,17,colapso
0.3,0.3,5,0.48,536.7,no colapso
0.3,0.3,5,0.49,17,colapso
0.3,0.3,5,0.49,588.4,no colapso
0.3,0.3,5,0.5,16.9,colapso
0.3,0.3,5,0.5,262.1,no colapso
0.3,0.3,5,0.51,16.1,colapso
0.3,0.3,5,0.51,604.5,no colapso
0.3,0.3,5,0.52,16.2,colapso
0.3,0.3,5,0.52,286.4,no colapso
0.3,0.3,5,0.53,16.5,colapso
0.3,0.3,5,0.53,630.3,no colapso
0.3,0.3,5,0.54,16,colapso
0.3,0.3,5,0.54,649.8,no colapso
0.3,0.3,5,0.55,16,colapso
0.3,0.3,5,0.55,296.8,no colapso
0.3,0.3,5,0.56,16.1,colapso
0.3,0.3,5,0.56,591.4,no colapso
0.3,0.3,5,0.57,15.7,colapso
0.3,0.3,5,0.57,295.5,no colapso
0.3,0.3,5,0.58,16,colapso
0.3,0.3,5,0.58,684.2,no colapso
0.3,0.3,5,0.59,15.8,colapso
0.3,0.3,5,0.59,296.4,no colapso
0.3,0.3,5,0.6,15.5,colapso
0.3,0.3,5,0.6,221.5,no colapso
0.3,0.3,5,0.61,17,colapso
0.3,0.3,5,0.61,289.7,no colapso
0.3,0.3,5,0.62,17,colapso
0.3,0.3,5,0.62,290.8,no colapso
0.3,0.3,5,0.63,17.1,colapso
0.3,0.3,5,0.63,297.6,no colapso
0.3,0.3,5,0.64,17,colapso
0.3,0.3,5,0.64,293.7,no colapso
0.3,0.3,5,0.65,17,colapso
0.3,0.3,5,0.65,295.4,no colapso
0.3,0.3,5,0.66,17.1,colapso
0.3,0.3,5,0.66,295.3,no colapso
0.3,0.3,5,0.67,17.2,colapso
0.3,0.3,5,0.67,607.8,no colapso
0.3,0.3,5,0.68,18.5,colapso
0.3,0.3,5,0.68,287.9,no colapso
0.3,0.3,5,0.69,17.2,colapso
0.3,0.3,5,0.69,660.3,no colapso
0.3,0.3,5,0.7,17.3,colapso
0.3,0.3,5,0.7,267.7,no colapso
0.3,0.3,5,0.71,17,colapso
0.3,0.3,5,0.71,790.9,no colapso
0.3,0.3,5,0.72,16.9,colapso
0.3,0.3,5,0.72,681.6,no colapso
0.3,0.3,5,0.73,16,colapso
0.3,0.3,5,0.73,316.4,no colapso
0.3,0.3,5,0.74,16,colapso
0.3,0.3,5,0.74,597.7,no colapso
0.3,0.3,5,0.75,16.1,colapso
0.3,0.3,5,0.75,311.1,no colapso
0.3,0.3,5,0.76,16,colapso
0.3,0.3,5,0.76,710.1,no colapso
0.3,0.3,5,0.77,16,colapso
0.3,0.3,5,0.77,310.7,no colapso
0.3,0.3,5,0.78,16.1,colapso
0.3,0.3,5,0.78,559.5,no colapso
0.3,0.3,5,0.79,16,colapso
0.3,0.3,5,0.79,581.2,no colapso
0.3,0.3,5,0.8,16.1,colapso
0.3,0.3,5,0.8,232,no colapso
0.3,0.3,5,0.81,15.7,colapso
0.3,0.3,5,0.81,279,no colapso
0.3,0.3,5,0.82,15.8,colapso
0.3,0.3,5,0.82,278.8,no colapso
0.3,0.3,5,0.83,15.7,colapso
0.3,0.3,5,0.83,282.8,no colapso
0.3,0.3,5,0.84,15.8,colapso
0.3,0.3,5,0.84,276.6,no colapso
0.3,0.3,5,0.85,15.8,colapso
0.3,0.3,5,0.85,270.9,no colapso
0.3,0.3,5,0.86,15.7,colapso
0.3,0.3,5,0.86,277.4,no colapso
0.3,0.3,5,0.87,15.9,colapso
0.3,0.3,5,0.87,281.7,no colapso
0.3,0.3,5,0.88,16.1,colapso
0.3,0.3,5,0.88,279.3,no colapso
0.3,0.3,5,0.89,16,colapso
0.3,0.3,5,0.89,279.2,no colapso
0.3,0.3,5,0.9,15.5,colapso
0.3,0.3,5,0.9,270.6,no colapso
0.3,0.3,5,0.91,15.8,colapso
0.3,0.3,5,0.91,279.1,no colapso
0.3,0.3,5,0.92,15.8,colapso
0.3,0.3,5,0.92,280,no colapso
0.3,0.3,5,0.93,15.9,colapso
0.3,0.3,5,0.93,275.7,no colapso
0.3,0.3,5,0.94,16,colapso
0.3,0.3,5,0.94,273.9,no colapso
0.3,0.3,5,0.95,15.5,colapso
0.3,0.3,5,0.95,274.5,no colapso
0.3,0.3,5,0.96,15.2,colapso
0.3,0.3,5,0.96,273.4,no colapso
0.3,0.3,5,0.97,15.2,colapso
0.3,0.3,5,0.97,278.2,no colapso
0.3,0.3,5,0.98,15.4,colapso
0.3,0.3,5,0.98,278.4,no colapso
0.3,0.3,5,0.99,15.1,colapso
0.3,0.3,5,0.99,276,no colapso
0.3,0.3,5,1,15.1,colapso
0.3,0.3,5,1,249.6,no colapso
