qfix, qfluct,cost,p,time,colapso
0.4,0.2,10,0.48,1123.8,colapso
0.4,0.2,10,0.48,1.07676e+06,no colapso
0.4,0.2,10,0.49,1122.8,colapso
0.4,0.2,10,0.49,1.07992e+06,no colapso
0.4,0.2,10,0.5,1108.3,colapso
0.4,0.2,10,0.5,117804,no colapso
0.4,0.2,10,0.51,1129.9,colapso
0.4,0.2,10,0.51,1.29516e+06,no colapso
0.4,0.2,10,0.52,1122.5,colapso
0.4,0.2,10,0.52,148925,no colapso
0.4,0.2,10,0.53,805.2,colapso
0.4,0.2,10,0.53,1.16039e+06,no colapso
0.4,0.2,10,0.54,1096.7,colapso
0.4,0.2,10,0.54,1.16856e+06,no colapso
0.4,0.2,10,0.55,890.8,colapso
0.4,0.2,10,0.55,116446,no colapso
0.4,0.2,10,0.56,1030.2,colapso
0.4,0.2,10,0.56,1.14446e+06,no colapso
0.4,0.2,10,0.57,1097.2,colapso
0.4,0.2,10,0.57,132109,no colapso
0.4,0.2,10,0.58,818.3,colapso
0.4,0.2,10,0.58,1.15085e+06,no colapso
0.4,0.2,10,0.59,1094.4,colapso
0.4,0.2,10,0.59,143785,no colapso
0.4,0.2,10,0.6,1072.8,colapso
0.4,0.2,10,0.6,103021,no colapso
0.4,0.2,10,0.61,1081.6,colapso
0.4,0.2,10,0.61,144866,no colapso
0.4,0.2,10,0.62,1081.7,colapso
0.4,0.2,10,0.62,142601,no colapso
0.4,0.2,10,0.63,1092.3,colapso
0.4,0.2,10,0.63,140618,no colapso
0.4,0.2,10,0.64,1000.3,colapso
0.4,0.2,10,0.64,132235,no colapso
0.4,0.2,10,0.65,1089.6,colapso
0.4,0.2,10,0.65,129637,no colapso
0.4,0.2,10,0.66,1089.5,colapso
0.4,0.2,10,0.66,140702,no colapso
0.4,0.2,10,0.67,1090.4,colapso
0.4,0.2,10,0.67,961783,no colapso
0.4,0.2,10,0.68,1107.8,colapso
0.4,0.2,10,0.68,142251,no colapso
0.4,0.2,10,0.69,1079.8,colapso
0.4,0.2,10,0.69,980563,no colapso
0.4,0.2,10,0.7,1086,colapso
0.4,0.2,10,0.7,116691,no colapso
0.4,0.2,10,0.71,1056.1,colapso
0.4,0.2,10,0.71,1.15843e+06,no colapso
0.4,0.2,10,0.72,1080.5,colapso
0.4,0.2,10,0.72,1.31264e+06,no colapso
0.4,0.2,10,0.73,1090,colapso
0.4,0.2,10,0.73,144446,no colapso
0.4,0.2,10,0.74,1070,colapso
0.4,0.2,10,0.74,1.06193e+06,no colapso
0.4,0.2,10,0.75,1075.3,colapso
0.4,0.2,10,0.75,130092,no colapso
0.4,0.2,10,0.76,1107.2,colapso
0.4,0.2,10,0.76,1.222e+06,no colapso
0.4,0.2,10,0.77,912.1,colapso
0.4,0.2,10,0.77,142097,no colapso
0.4,0.2,10,0.78,1103,colapso
0.4,0.2,10,0.78,922884,no colapso
0.4,0.2,10,0.79,761.3,colapso
0.4,0.2,10,0.79,945255,no colapso
0.4,0.2,10,0.8,939.1,colapso
0.4,0.2,10,0.8,106862,no colapso
0.4,0.2,10,0.81,1077,colapso
0.4,0.2,10,0.81,142935,no colapso
0.4,0.2,10,0.82,1085.5,colapso
0.4,0.2,10,0.82,137423,no colapso
0.4,0.2,10,0.83,770.3,colapso
0.4,0.2,10,0.83,123317,no colapso
0.4,0.2,10,0.84,1076.8,colapso
0.4,0.2,10,0.84,140623,no colapso
0.4,0.2,10,0.85,1102.2,colapso
0.4,0.2,10,0.85,133311,no colapso
0.4,0.2,10,0.86,1070.6,colapso
0.4,0.2,10,0.86,140550,no colapso
0.4,0.2,10,0.87,1066.6,colapso
0.4,0.2,10,0.87,141690,no colapso
0.4,0.2,10,0.88,1099.6,colapso
0.4,0.2,10,0.88,139258,no colapso
0.4,0.2,10,0.89,1087,colapso
0.4,0.2,10,0.89,144669,no colapso
0.4,0.2,10,0.9,1066.9,colapso
0.4,0.2,10,0.9,121272,no colapso
0.4,0.2,10,0.91,1096.4,colapso
0.4,0.2,10,0.91,143624,no colapso
0.4,0.2,10,0.92,1073.9,colapso
0.4,0.2,10,0.92,142080,no colapso
0.4,0.2,10,0.93,1073.7,colapso
0.4,0.2,10,0.93,139787,no colapso
0.4,0.2,10,0.94,1088.2,colapso
0.4,0.2,10,0.94,122045,no colapso
0.4,0.2,10,0.95,824.6,colapso
0.4,0.2,10,0.95,108007,no colapso
0.4,0.2,10,0.96,794.6,colapso
0.4,0.2,10,0.96,122616,no colapso
0.4,0.2,10,0.97,855.2,colapso
0.4,0.2,10,0.97,123487,no colapso
0.4,0.2,10,0.98,845.5,colapso
0.4,0.2,10,0.98,122247,no colapso
0.4,0.2,10,0.99,1024.7,colapso
0.4,0.2,10,0.99,121846,no colapso
0.4,0.2,10,1,1077.6,colapso
0.4,0.2,10,1,87135.9,no colapso
