qfix, qfluct,cost,p,time,colapso
0.1,0.4,5,0.64,7,colapso
0.1,0.4,5,0.64,7,no colapso
0.1,0.4,5,0.65,8,colapso
0.1,0.4,5,0.65,8,no colapso
0.1,0.4,5,0.66,8,colapso
0.1,0.4,5,0.66,8,no colapso
0.1,0.4,5,0.67,8.3,colapso
0.1,0.4,5,0.67,8.3,no colapso
0.1,0.4,5,0.68,10,colapso
0.1,0.4,5,0.68,10,no colapso
0.1,0.4,5,0.69,12.8,colapso
0.1,0.4,5,0.69,11.8,no colapso
0.1,0.4,5,0.7,11,colapso
0.1,0.4,5,0.7,11,no colapso
0.1,0.4,5,0.71,18.1,colapso
0.1,0.4,5,0.71,20,no colapso
0.1,0.4,5,0.72,16,colapso
0.1,0.4,5,0.72,32.1,no colapso
0.1,0.4,5,0.73,15.4,colapso
0.1,0.4,5,0.73,30.8,no colapso
0.1,0.4,5,0.74,15.9,colapso
0.1,0.4,5,0.74,35.1,no colapso
0.1,0.4,5,0.75,15,colapso
0.1,0.4,5,0.75,34,no colapso
0.1,0.4,5,0.76,21,colapso
0.1,0.4,5,0.76,51.9,no colapso
0.1,0.4,5,0.77,13.6,colapso
0.1,0.4,5,0.77,58,no colapso
0.1,0.4,5,0.78,13.1,colapso
0.1,0.4,5,0.78,69,no colapso
0.1,0.4,5,0.79,11.1,colapso
0.1,0.4,5,0.79,74.6,no colapso
0.1,0.4,5,0.8,9,colapso
0.1,0.4,5,0.8,44,no colapso
0.1,0.4,5,0.81,12.1,colapso
0.1,0.4,5,0.81,88.5,no colapso
0.1,0.4,5,0.82,12,colapso
0.1,0.4,5,0.82,92.9,no colapso
0.1,0.4,5,0.83,13.6,colapso
0.1,0.4,5,0.83,89,no colapso
0.1,0.4,5,0.84,12.9,colapso
0.1,0.4,5,0.84,102,no colapso
0.1,0.4,5,0.85,12,colapso
0.1,0.4,5,0.85,79.7,no colapso
0.1,0.4,5,0.86,11,colapso
0.1,0.4,5,0.86,85.7,no colapso
0.1,0.4,5,0.87,12,colapso
0.1,0.4,5,0.87,113,no colapso
0.1,0.4,5,0.88,10.1,colapso
0.1,0.4,5,0.88,111.1,no colapso
0.1,0.4,5,0.89,10.1,colapso
0.1,0.4,5,0.89,129.6,no colapso
0.1,0.4,5,0.9,9.5,colapso
0.1,0.4,5,0.9,94.8,no colapso
0.1,0.4,5,0.91,9,colapso
0.1,0.4,5,0.91,145,no colapso
0.1,0.4,5,0.92,9,colapso
0.1,0.4,5,0.92,143.2,no colapso
0.1,0.4,5,0.93,9,colapso
0.1,0.4,5,0.93,143.6,no colapso
0.1,0.4,5,0.94,8.3,colapso
0.1,0.4,5,0.94,118.4,no colapso
0.1,0.4,5,0.95,8.4,colapso
0.1,0.4,5,0.95,113.2,no colapso
0.1,0.4,5,0.96,8.5,colapso
0.1,0.4,5,0.96,124.3,no colapso
0.1,0.4,5,0.97,9,colapso
0.1,0.4,5,0.97,126.9,no colapso
0.1,0.4,5,0.98,8.4,colapso
0.1,0.4,5,0.98,125.6,no colapso
0.1,0.4,5,0.99,8.9,colapso
0.1,0.4,5,0.99,126.9,no colapso
0.1,0.4,5,1,8.9,colapso
0.1,0.4,5,1,98.5,no colapso
