qfix, qfluct, l,p,dof,time,method
0.3,0.3,20,0.94,0.0806249,44767,vpg
0.3,0.3,20,0.95,0.08765,1.29598e+06,pg
0.3,0.3,20,0.95,0.0796875,44973,vpg
0.3,0.3,20,0.96,0.0854833,1.30216e+06,pg
0.3,0.3,20,0.96,0.0787501,44787,vpg
0.3,0.3,20,0.97,0.0825333,1.30974e+06,pg
0.3,0.3,20,0.97,0.0778125,44681,vpg
0.3,0.3,20,0.98,0.0797792,1.3182e+06,pg
0.3,0.3,20,0.98,0.076875,45001,vpg
0.3,0.3,20,0.99,0.0775167,1.33126e+06,pg
0.3,0.3,20,0.99,0.0759374,45088,vpg
0.3,0.3,20,1,0.075,1.34264e+06,pg
0.3,0.3,20,1,0.075,44836,vpg
