qfix, qfluct,l,p,dof,time,method
0,0.4,5,0.72,1.824,3,vpg
0,0.4,5,0.73,1.84667,70,pg
0,0.4,5,0.73,1.766,3,vpg
0,0.4,5,0.74,1.80693,65,pg
0,0.4,5,0.74,1.708,3,vpg
0,0.4,5,0.75,1.6976,85,pg
0,0.4,5,0.75,1.65,4,vpg
0,0.4,5,0.76,1.68533,82,pg
0,0.4,5,0.76,1.592,4,vpg
0,0.4,5,0.77,1.64133,98,pg
0,0.4,5,0.77,1.534,3,vpg
0,0.4,5,0.78,1.5768,103,pg
0,0.4,5,0.78,1.476,4,vpg
0,0.4,5,0.79,1.4904,124,pg
0,0.4,5,0.79,1.418,5,vpg
0,0.4,5,0.8,1.4424,116,pg
0,0.4,5,0.8,1.36,4,vpg
0,0.4,5,0.81,1.384,131,pg
0,0.4,5,0.81,1.302,6,vpg
0,0.4,5,0.82,1.33947,130,pg
0,0.4,5,0.82,1.244,6,vpg
0,0.4,5,0.83,1.36693,120,pg
0,0.4,5,0.83,1.186,7,vpg
0,0.4,5,0.84,1.25333,135,pg
0,0.4,5,0.84,1.1328,6,vpg
0,0.4,5,0.85,1.18267,160,pg
0,0.4,5,0.85,1.088,7,vpg
0,0.4,5,0.86,1.16667,161,pg
0,0.4,5,0.86,1.0536,11,vpg
0,0.4,5,0.87,1.14693,146,pg
0,0.4,5,0.87,1.0212,7,vpg
0,0.4,5,0.88,1.1184,160,pg
0,0.4,5,0.88,0.992,8,vpg
0,0.4,5,0.89,1.05493,157,pg
0,0.4,5,0.89,0.964,8,vpg
0,0.4,5,0.9,1.012,160,pg
0,0.4,5,0.9,0.936,6,vpg
0,0.4,5,0.91,0.989867,165,pg
0,0.4,5,0.91,0.908,10,vpg
0,0.4,5,0.92,0.941067,176,pg
0,0.4,5,0.92,0.88,8,vpg
0,0.4,5,0.93,0.942667,167,pg
0,0.4,5,0.93,0.852,7,vpg
0,0.4,5,0.94,0.848,188,pg
0,0.4,5,0.94,0.824,6,vpg
0,0.4,5,0.95,0.805066,184,pg
0,0.4,5,0.95,0.796,7,vpg
0,0.4,5,0.96,0.813067,194,pg
0,0.4,5,0.96,0.768,7,vpg
0,0.4,5,0.97,0.769333,199,pg
0,0.4,5,0.97,0.744,7,vpg
0,0.4,5,0.98,0.735467,200,pg
0,0.4,5,0.98,0.72,7,vpg
0,0.4,5,0.99,0.6976,195,pg
0,0.4,5,0.99,0.696,7,vpg
0,0.4,5,1,0.672,208,pg
0,0.4,5,1,0.672,7,vpg
