qfix, qfluct, l,p,dof,time,method
0,0.4,20,0,6,0,pg
0,0.4,20,0,6,1172,vpg
0,0.4,20,0.01,5.93879,10,pg
0,0.4,20,0.01,5.93911,1319,vpg
0,0.4,20,0.02,5.87683,55,pg
0,0.4,20,0.02,5.87872,1197,vpg
0,0.4,20,0.03,5.82006,132,pg
0,0.4,20,0.03,5.81812,1290,vpg
0,0.4,20,0.04,5.75935,191,pg
0,0.4,20,0.04,5.75772,1171,vpg
0,0.4,20,0.05,5.69852,300,pg
0,0.4,20,0.05,5.69684,1217,vpg
0,0.4,20,0.06,5.63525,389,pg
0,0.4,20,0.06,5.63598,1285,vpg
0,0.4,20,0.07,5.57563,721,pg
0,0.4,20,0.07,5.57559,1575,vpg
0,0.4,20,0.08,5.51118,959,pg
0,0.4,20,0.08,5.51493,1200,vpg
0,0.4,20,0.09,5.45035,851,pg
0,0.4,20,0.09,5.45454,1092,vpg
0,0.4,20,0.1,5.3924,1003,pg
0,0.4,20,0.1,5.39369,1116,vpg
0,0.4,20,0.11,5.33093,1241,pg
0,0.4,20,0.11,5.33285,1066,vpg
0,0.4,20,0.12,5.27019,1501,pg
0,0.4,20,0.12,5.27246,1079,vpg
0,0.4,20,0.13,5.2075,1733,pg
0,0.4,20,0.13,5.21175,1049,vpg
0,0.4,20,0.14,5.15053,2147,pg
0,0.4,20,0.14,5.15136,1121,vpg
0,0.4,20,0.15,5.08665,2328,pg
0,0.4,20,0.15,5.09053,1155,vpg
0,0.4,20,0.16,5.03302,2846,pg
0,0.4,20,0.16,5.02972,1183,vpg
0,0.4,20,0.17,4.97096,3274,pg
0,0.4,20,0.17,4.96934,1068,vpg
0,0.4,20,0.18,4.9135,3705,pg
0,0.4,20,0.18,4.90856,1058,vpg
0,0.4,20,0.19,4.84997,4237,pg
0,0.4,20,0.19,4.84817,1199,vpg
0,0.4,20,0.2,4.7901,5334,pg
0,0.4,20,0.2,4.78737,1206,vpg
0,0.4,20,0.21,4.7311,5739,pg
0,0.4,20,0.21,4.72659,1260,vpg
0,0.4,20,0.22,4.66545,8167,pg
0,0.4,20,0.22,4.66622,1509,vpg
0,0.4,20,0.23,4.60905,9287,pg
0,0.4,20,0.23,4.60536,1576,vpg
0,0.4,20,0.24,4.54086,10093,pg
