qfix, qfluct, l,p,dof,time,method
0.4,0.2,20,0,0.578375,1.05347e+06,pg
0.4,0.2,20,0,0.578375,45434,vpg
0.4,0.2,20,0.01,0.567187,1.05645e+06,pg
0.4,0.2,20,0.01,0.558384,54723,vpg
0.4,0.2,20,0.02,0.556638,1.05941e+06,pg
0.4,0.2,20,0.02,0.538397,59036,vpg
0.4,0.2,20,0.03,0.544562,1.03652e+06,pg
0.4,0.2,20,0.03,0.518415,55941,vpg
0.4,0.2,20,0.04,0.535417,999513,pg
0.4,0.2,20,0.04,0.498479,51708,vpg
0.4,0.2,20,0.05,0.523817,1.00018e+06,pg
0.4,0.2,20,0.05,0.478687,53629,vpg
0.4,0.2,20,0.06,0.514229,1.00588e+06,pg
0.4,0.2,20,0.06,0.459171,53435,vpg
0.4,0.2,20,0.07,0.506542,998422,pg
0.4,0.2,20,0.07,0.439993,55480,vpg
0.4,0.2,20,0.08,0.495938,1.03116e+06,pg
0.4,0.2,20,0.08,0.421526,53230,vpg
0.4,0.2,20,0.09,0.485783,1.03165e+06,pg
0.4,0.2,20,0.09,0.403335,54302,vpg
0.4,0.2,20,0.1,0.477683,1.04102e+06,pg
0.4,0.2,20,0.1,0.385312,52068,vpg
0.4,0.2,20,0.11,0.468046,1.0656e+06,pg
0.4,0.2,20,0.11,0.370742,55569,vpg
0.4,0.2,20,0.12,0.457725,1.06505e+06,pg
0.4,0.2,20,0.12,0.356299,57413,vpg
0.4,0.2,20,0.13,0.446508,1.06679e+06,pg
0.4,0.2,20,0.13,0.342364,54576,vpg
0.4,0.2,20,0.14,0.438929,1.08054e+06,pg
0.4,0.2,20,0.14,0.329427,60412,vpg
0.4,0.2,20,0.15,0.431704,1.12031e+06,pg
0.4,0.2,20,0.15,0.317094,56107,vpg
0.4,0.2,20,0.16,0.420546,1.08688e+06,pg
0.4,0.2,20,0.16,0.305348,58867,vpg
0.4,0.2,20,0.17,0.416987,1.10729e+06,pg
0.4,0.2,20,0.17,0.293963,57289,vpg
0.4,0.2,20,0.18,0.407117,1.11847e+06,pg
0.4,0.2,20,0.18,0.282824,55326,vpg
0.4,0.2,20,0.19,0.399937,1.14703e+06,pg
0.4,0.2,20,0.19,0.271914,55003,vpg
0.4,0.2,20,0.2,0.393071,1.14477e+06,pg
0.4,0.2,20,0.2,0.261,54381,vpg
0.4,0.2,20,0.21,0.386225,1.14409e+06,pg
0.4,0.2,20,0.21,0.254625,58137,vpg
0.4,0.2,20,0.22,0.375933,1.19701e+06,pg
0.4,0.2,20,0.22,0.24825,57825,vpg
0.4,0.2,20,0.23,0.368708,1.15443e+06,pg
0.4,0.2,20,0.23,0.241975,61004,vpg
0.4,0.2,20,0.24,0.361096,1.17082e+06,pg
0.4,0.2,20,0.24,0.23585,63137,vpg
0.4,0.2,20,0.25,0.355679,1.16878e+06,pg
0.4,0.2,20,0.25,0.229875,60497,vpg
0.4,0.2,20,0.26,0.347313,1.19883e+06,pg
0.4,0.2,20,0.26,0.22405,57533,vpg
0.4,0.2,20,0.27,0.341325,1.13257e+06,pg
0.4,0.2,20,0.27,0.218238,59096,vpg
0.4,0.2,20,0.28,0.33605,1.06234e+06,pg
0.4,0.2,20,0.28,0.21245,50977,vpg
0.4,0.2,20,0.29,0.327221,1.10374e+06,pg
0.4,0.2,20,0.29,0.206837,51685,vpg
0.4,0.2,20,0.3,0.321962,1.09214e+06,pg
0.4,0.2,20,0.3,0.20125,52206,vpg
0.4,0.2,20,0.31,0.314358,1.09873e+06,pg
0.4,0.2,20,0.31,0.196181,58294,vpg
0.4,0.2,20,0.32,0.309946,1.11544e+06,pg
0.4,0.2,20,0.32,0.191175,49841,vpg
0.4,0.2,20,0.33,0.3067,1.11127e+06,pg
0.4,0.2,20,0.33,0.186387,56969,vpg
0.4,0.2,20,0.34,0.298838,1.10525e+06,pg
0.4,0.2,20,0.34,0.1816,53097,vpg
0.4,0.2,20,0.35,0.291288,1.1338e+06,pg
0.4,0.2,20,0.35,0.176844,53869,vpg
0.4,0.2,20,0.36,0.284479,1.14251e+06,pg
0.4,0.2,20,0.36,0.172375,53527,vpg
0.4,0.2,20,0.37,0.281308,1.15038e+06,pg
0.4,0.2,20,0.37,0.167969,53213,vpg
0.4,0.2,20,0.38,0.276513,1.12811e+06,pg
0.4,0.2,20,0.38,0.163575,52284,vpg
0.4,0.2,20,0.39,0.269317,1.14293e+06,pg
0.4,0.2,20,0.39,0.159281,53925,vpg
0.4,0.2,20,0.4,0.263692,1.13888e+06,pg
0.4,0.2,20,0.4,0.155,57947,vpg
0.4,0.2,20,0.41,0.256142,1.18751e+06,pg
0.4,0.2,20,0.41,0.152213,53911,vpg
0.4,0.2,20,0.42,0.253483,1.17935e+06,pg
0.4,0.2,20,0.42,0.149425,52060,vpg
0.4,0.2,20,0.43,0.246733,1.22742e+06,pg
0.4,0.2,20,0.43,0.146637,57816,vpg
0.4,0.2,20,0.44,0.242867,1.23793e+06,pg
0.4,0.2,20,0.44,0.143875,59084,vpg
0.4,0.2,20,0.45,0.239892,1.26198e+06,pg
0.4,0.2,20,0.45,0.141125,50813,vpg
0.4,0.2,20,0.46,0.233929,1.2547e+06,pg
0.4,0.2,20,0.46,0.1384,52504,vpg
0.4,0.2,20,0.47,0.229213,1.25289e+06,pg
0.4,0.2,20,0.47,0.135794,58136,vpg
0.4,0.2,20,0.48,0.225546,1.25398e+06,pg
0.4,0.2,20,0.48,0.133425,56184,vpg
0.4,0.2,20,0.49,0.219637,1.25909e+06,pg
0.4,0.2,20,0.49,0.131119,50830,vpg
0.4,0.2,20,0.5,0.214704,1.27987e+06,pg
0.4,0.2,20,0.5,0.128813,49239,vpg
0.4,0.2,20,0.51,0.213062,1.14795e+06,pg
0.4,0.2,20,0.51,0.126507,48174,vpg
0.4,0.2,20,0.52,0.207154,1.11954e+06,pg
0.4,0.2,20,0.52,0.1242,46327,vpg
0.4,0.2,20,0.53,0.203821,1.10975e+06,pg
0.4,0.2,20,0.53,0.121925,47044,vpg
0.4,0.2,20,0.54,0.197508,1.12887e+06,pg
0.4,0.2,20,0.54,0.119675,46508,vpg
0.4,0.2,20,0.55,0.195279,1.16232e+06,pg
0.4,0.2,20,0.55,0.117437,48575,vpg
0.4,0.2,20,0.56,0.189862,1.13698e+06,pg
0.4,0.2,20,0.56,0.1152,45309,vpg
0.4,0.2,20,0.57,0.186567,1.10953e+06,pg
0.4,0.2,20,0.57,0.112962,45977,vpg
0.4,0.2,20,0.58,0.181796,1.12525e+06,pg
0.4,0.2,20,0.58,0.110725,46177,vpg
0.4,0.2,20,0.59,0.180108,1.13315e+06,pg
0.4,0.2,20,0.59,0.108487,45987,vpg
0.4,0.2,20,0.6,0.17525,1.13569e+06,pg
0.4,0.2,20,0.6,0.10625,46084,vpg
0.4,0.2,20,0.61,0.171938,1.14233e+06,pg
0.4,0.2,20,0.61,0.105169,46064,vpg
0.4,0.2,20,0.62,0.168596,1.14659e+06,pg
0.4,0.2,20,0.62,0.104088,46165,vpg
0.4,0.2,20,0.63,0.164504,1.15519e+06,pg
0.4,0.2,20,0.63,0.103006,46480,vpg
0.4,0.2,20,0.64,0.163342,1.15918e+06,pg
0.4,0.2,20,0.64,0.101925,45963,vpg
0.4,0.2,20,0.65,0.160129,1.15403e+06,pg
0.4,0.2,20,0.65,0.100844,46134,vpg
0.4,0.2,20,0.66,0.156537,1.16088e+06,pg
0.4,0.2,20,0.66,0.0997876,45676,vpg
0.4,0.2,20,0.67,0.151346,1.1625e+06,pg
0.4,0.2,20,0.67,0.0987313,45576,vpg
0.4,0.2,20,0.68,0.148725,1.16995e+06,pg
0.4,0.2,20,0.68,0.097675,45583,vpg
0.4,0.2,20,0.69,0.145008,1.17808e+06,pg
0.4,0.2,20,0.69,0.0966187,45758,vpg
0.4,0.2,20,0.7,0.143846,1.1797e+06,pg
0.4,0.2,20,0.7,0.0955625,45377,vpg
