qfix, qfluct,cost,p,time,colapso
0,0.4,5,0.31,1,colapso
0,0.4,5,0.31,1,no colapso
0,0.4,5,0.32,1,colapso
0,0.4,5,0.32,1,no colapso
0,0.4,5,0.33,1,colapso
0,0.4,5,0.33,1,no colapso
0,0.4,5,0.34,1,colapso
0,0.4,5,0.34,1,no colapso
0,0.4,5,0.35,1,colapso
0,0.4,5,0.35,1,no colapso
0,0.4,5,0.36,1,colapso
0,0.4,5,0.36,1,no colapso
0,0.4,5,0.37,1,colapso
0,0.4,5,0.37,1,no colapso
0,0.4,5,0.38,1,colapso
0,0.4,5,0.38,1,no colapso
0,0.4,5,0.39,1,colapso
0,0.4,5,0.39,1,no colapso
0,0.4,5,0.4,1,colapso
0,0.4,5,0.4,1,no colapso
0,0.4,5,0.41,1,colapso
0,0.4,5,0.41,1,no colapso
0,0.4,5,0.42,1,colapso
0,0.4,5,0.42,1,no colapso
0,0.4,5,0.43,1,colapso
0,0.4,5,0.43,1,no colapso
0,0.4,5,0.44,1,colapso
0,0.4,5,0.44,1,no colapso
0,0.4,5,0.45,1,colapso
0,0.4,5,0.45,1,no colapso
0,0.4,5,0.46,1,colapso
0,0.4,5,0.46,1.1,no colapso
0,0.4,5,0.47,1,colapso
0,0.4,5,0.47,1,no colapso
0,0.4,5,0.48,1,colapso
0,0.4,5,0.48,1,no colapso
0,0.4,5,0.49,1,colapso
0,0.4,5,0.49,1.1,no colapso
0,0.4,5,0.5,1,colapso
0,0.4,5,0.5,1,no colapso
0,0.4,5,0.51,1.1,colapso
0,0.4,5,0.51,1,no colapso
0,0.4,5,0.52,1.2,colapso
0,0.4,5,0.52,1,no colapso
0,0.4,5,0.53,1.1,colapso
0,0.4,5,0.53,1,no colapso
0,0.4,5,0.54,1.2,colapso
0,0.4,5,0.54,1,no colapso
0,0.4,5,0.55,1.1,colapso
0,0.4,5,0.55,1,no colapso
0,0.4,5,0.56,1.2,colapso
0,0.4,5,0.56,1,no colapso
0,0.4,5,0.57,1.2,colapso
0,0.4,5,0.57,1,no colapso
0,0.4,5,0.58,1.1,colapso
0,0.4,5,0.58,1,no colapso
0,0.4,5,0.59,1.2,colapso
0,0.4,5,0.59,1,no colapso
0,0.4,5,0.6,1.2,colapso
0,0.4,5,0.6,1,no colapso
0,0.4,5,0.61,2.1,colapso
0,0.4,5,0.61,2,no colapso
0,0.4,5,0.62,2.1,colapso
0,0.4,5,0.62,2,no colapso
0,0.4,5,0.63,2.1,colapso
0,0.4,5,0.63,2,no colapso
0,0.4,5,0.64,2.2,colapso
0,0.4,5,0.64,2,no colapso
0,0.4,5,0.65,2.1,colapso
0,0.4,5,0.65,2,no colapso
0,0.4,5,0.66,2.1,colapso
0,0.4,5,0.66,2,no colapso
0,0.4,5,0.67,2.2,colapso
0,0.4,5,0.67,2,no colapso
0,0.4,5,0.68,2.2,colapso
0,0.4,5,0.68,2,no colapso
0,0.4,5,0.69,2.2,colapso
0,0.4,5,0.69,2,no colapso
0,0.4,5,0.7,2.8,colapso
0,0.4,5,0.7,2.2,no colapso
0,0.4,5,0.71,2,colapso
0,0.4,5,0.71,2,no colapso
0,0.4,5,0.72,3,colapso
0,0.4,5,0.72,3.2,no colapso
0,0.4,5,0.73,3,colapso
0,0.4,5,0.73,3,no colapso
0,0.4,5,0.74,3,colapso
0,0.4,5,0.74,3,no colapso
0,0.4,5,0.75,3,colapso
0,0.4,5,0.75,3,no colapso
0,0.4,5,0.76,3,colapso
0,0.4,5,0.76,3,no colapso
0,0.4,5,0.77,3,colapso
0,0.4,5,0.77,3,no colapso
0,0.4,5,0.78,3.1,colapso
0,0.4,5,0.78,3.2,no colapso
0,0.4,5,0.79,4,colapso
0,0.4,5,0.79,3.9,no colapso
0,0.4,5,0.8,3,colapso
0,0.4,5,0.8,3,no colapso
0,0.4,5,0.81,6,colapso
0,0.4,5,0.81,6,no colapso
0,0.4,5,0.82,6,colapso
0,0.4,5,0.82,6,no colapso
0,0.4,5,0.83,7,colapso
0,0.4,5,0.83,7.1,no colapso
0,0.4,5,0.84,5,colapso
0,0.4,5,0.84,7,no colapso
0,0.4,5,0.85,6,colapso
0,0.4,5,0.85,8,no colapso
0,0.4,5,0.86,10,colapso
0,0.4,5,0.86,18,no colapso
0,0.4,5,0.87,7,colapso
0,0.4,5,0.87,17,no colapso
0,0.4,5,0.88,7,colapso
0,0.4,5,0.88,18.8,no colapso
0,0.4,5,0.89,7.5,colapso
0,0.4,5,0.89,19.8,no colapso
0,0.4,5,0.9,6,colapso
0,0.4,5,0.9,14,no colapso
0,0.4,5,0.91,8.6,colapso
0,0.4,5,0.91,26.4,no colapso
0,0.4,5,0.92,8,colapso
0,0.4,5,0.92,26.1,no colapso
0,0.4,5,0.93,6.4,colapso
0,0.4,5,0.93,24.3,no colapso
0,0.4,5,0.94,6.9,colapso
0,0.4,5,0.94,24.4,no colapso
0,0.4,5,0.95,6.6,colapso
0,0.4,5,0.95,24.1,no colapso
0,0.4,5,0.96,6.5,colapso
0,0.4,5,0.96,26,no colapso
0,0.4,5,0.97,6,colapso
0,0.4,5,0.97,31,no colapso
0,0.4,5,0.98,6.1,colapso
0,0.4,5,0.98,32.2,no colapso
0,0.4,5,0.99,7,colapso
0,0.4,5,0.99,32,no colapso
0,0.4,5,1,6.8,colapso
0,0.4,5,1,27,no colapso
