qfix, qfluct,cost,p,time,colapso
0.3,0.3,10,0.6,104584,no colapso
0.3,0.3,10,0.61,2030.5,colapso
0.3,0.3,10,0.61,256396,no colapso
0.3,0.3,10,0.62,1823.9,colapso
0.3,0.3,10,0.62,241830,no colapso
0.3,0.3,10,0.63,1720.6,colapso
0.3,0.3,10,0.63,249469,no colapso
0.3,0.3,10,0.64,1726,colapso
0.3,0.3,10,0.64,240839,no colapso
0.3,0.3,10,0.65,1835,colapso
0.3,0.3,10,0.65,195184,no colapso
0.3,0.3,10,0.66,2046.6,colapso
0.3,0.3,10,0.66,253985,no colapso
0.3,0.3,10,0.67,2023.8,colapso
0.3,0.3,10,0.67,1.11007e+06,no colapso
0.3,0.3,10,0.68,1875,colapso
0.3,0.3,10,0.68,258003,no colapso
0.3,0.3,10,0.69,1834.8,colapso
0.3,0.3,10,0.69,1.08547e+06,no colapso
0.3,0.3,10,0.7,1654.1,colapso
0.3,0.3,10,0.7,156933,no colapso
0.3,0.3,10,0.71,1893.2,colapso
0.3,0.3,10,0.71,1.16789e+06,no colapso
0.3,0.3,10,0.72,1808.4,colapso
0.3,0.3,10,0.72,1.10846e+06,no colapso
0.3,0.3,10,0.73,1784,colapso
0.3,0.3,10,0.73,233636,no colapso
0.3,0.3,10,0.74,1808.5,colapso
0.3,0.3,10,0.74,1.18152e+06,no colapso
0.3,0.3,10,0.75,1772.8,colapso
0.3,0.3,10,0.75,180972,no colapso
0.3,0.3,10,0.76,1701.9,colapso
0.3,0.3,10,0.76,1.32287e+06,no colapso
0.3,0.3,10,0.77,1739.2,colapso
0.3,0.3,10,0.77,221370,no colapso
0.3,0.3,10,0.78,1861.1,colapso
0.3,0.3,10,0.78,1.22588e+06,no colapso
0.3,0.3,10,0.79,1601.9,colapso
0.3,0.3,10,0.79,1.1922e+06,no colapso
0.3,0.3,10,0.8,1561.3,colapso
0.3,0.3,10,0.8,111283,no colapso
0.3,0.3,10,0.81,1579.1,colapso
0.3,0.3,10,0.81,201228,no colapso
0.3,0.3,10,0.82,1511.6,colapso
0.3,0.3,10,0.82,199632,no colapso
0.3,0.3,10,0.83,1642.9,colapso
0.3,0.3,10,0.83,194549,no colapso
0.3,0.3,10,0.84,1549,colapso
0.3,0.3,10,0.84,194983,no colapso
0.3,0.3,10,0.85,1859.7,colapso
0.3,0.3,10,0.85,165790,no colapso
0.3,0.3,10,0.86,1376.6,colapso
0.3,0.3,10,0.86,182372,no colapso
0.3,0.3,10,0.87,1405.8,colapso
0.3,0.3,10,0.87,182223,no colapso
0.3,0.3,10,0.88,1420.1,colapso
0.3,0.3,10,0.88,178504,no colapso
0.3,0.3,10,0.89,1458.7,colapso
0.3,0.3,10,0.89,185273,no colapso
0.3,0.3,10,0.9,1443.4,colapso
0.3,0.3,10,0.9,133806,no colapso
0.3,0.3,10,0.91,1360.1,colapso
0.3,0.3,10,0.91,167806,no colapso
0.3,0.3,10,0.92,1359.8,colapso
0.3,0.3,10,0.92,169932,no colapso
0.3,0.3,10,0.93,1368.4,colapso
0.3,0.3,10,0.93,169825,no colapso
0.3,0.3,10,0.94,1383.2,colapso
0.3,0.3,10,0.94,172058,no colapso
0.3,0.3,10,0.95,1461.2,colapso
0.3,0.3,10,0.95,138902,no colapso
0.3,0.3,10,0.96,1375.4,colapso
0.3,0.3,10,0.96,160759,no colapso
0.3,0.3,10,0.97,1419.9,colapso
0.3,0.3,10,0.97,155767,no colapso
0.3,0.3,10,0.98,1385.2,colapso
0.3,0.3,10,0.98,154706,no colapso
0.3,0.3,10,0.99,1356.5,colapso
0.3,0.3,10,0.99,159559,no colapso
0.3,0.3,10,1,1451.5,colapso
0.3,0.3,10,1,101836,no colapso
