qfix, qfluct,cost,p,time,colapso
0.4,0.3,5,0.66,257,no colapso
0.4,0.3,5,0.67,15,colapso
0.4,0.3,5,0.67,758.6,no colapso
0.4,0.3,5,0.68,15.1,colapso
0.4,0.3,5,0.68,255.6,no colapso
0.4,0.3,5,0.69,15,colapso
0.4,0.3,5,0.69,674.8,no colapso
0.4,0.3,5,0.7,15.1,colapso
0.4,0.3,5,0.7,251.9,no colapso
0.4,0.3,5,0.71,15,colapso
0.4,0.3,5,0.71,770.9,no colapso
0.4,0.3,5,0.72,15,colapso
0.4,0.3,5,0.72,736.6,no colapso
0.4,0.3,5,0.73,15.1,colapso
0.4,0.3,5,0.73,253.3,no colapso
0.4,0.3,5,0.74,15,colapso
0.4,0.3,5,0.74,718.2,no colapso
0.4,0.3,5,0.75,15,colapso
0.4,0.3,5,0.75,254.6,no colapso
0.4,0.3,5,0.76,15,colapso
0.4,0.3,5,0.76,706.7,no colapso
0.4,0.3,5,0.77,15,colapso
0.4,0.3,5,0.77,254.8,no colapso
0.4,0.3,5,0.78,15,colapso
0.4,0.3,5,0.78,759,no colapso
0.4,0.3,5,0.79,15.1,colapso
0.4,0.3,5,0.79,759.7,no colapso
0.4,0.3,5,0.8,15,colapso
0.4,0.3,5,0.8,251.3,no colapso
0.4,0.3,5,0.81,15,colapso
0.4,0.3,5,0.81,257.8,no colapso
0.4,0.3,5,0.82,15,colapso
0.4,0.3,5,0.82,257.6,no colapso
0.4,0.3,5,0.83,15,colapso
0.4,0.3,5,0.83,277.5,no colapso
0.4,0.3,5,0.84,20,colapso
0.4,0.3,5,0.84,260.7,no colapso
0.4,0.3,5,0.85,15,colapso
0.4,0.3,5,0.85,258.1,no colapso
0.4,0.3,5,0.86,15,colapso
0.4,0.3,5,0.86,261,no colapso
0.4,0.3,5,0.87,15.1,colapso
0.4,0.3,5,0.87,261.5,no colapso
0.4,0.3,5,0.88,15,colapso
0.4,0.3,5,0.88,261.3,no colapso
0.4,0.3,5,0.89,15,colapso
0.4,0.3,5,0.89,261.1,no colapso
0.4,0.3,5,0.9,15,colapso
0.4,0.3,5,0.9,258.8,no colapso
0.4,0.3,5,0.91,15.2,colapso
0.4,0.3,5,0.91,259.5,no colapso
0.4,0.3,5,0.92,15,colapso
0.4,0.3,5,0.92,259.1,no colapso
0.4,0.3,5,0.93,15,colapso
0.4,0.3,5,0.93,259.2,no colapso
0.4,0.3,5,0.94,15.1,colapso
0.4,0.3,5,0.94,259.1,no colapso
0.4,0.3,5,0.95,15.1,colapso
0.4,0.3,5,0.95,259.1,no colapso
0.4,0.3,5,0.96,15,colapso
0.4,0.3,5,0.96,259.2,no colapso
0.4,0.3,5,0.97,15,colapso
0.4,0.3,5,0.97,259.1,no colapso
0.4,0.3,5,0.98,15,colapso
0.4,0.3,5,0.98,259.1,no colapso
0.4,0.3,5,0.99,15,colapso
0.4,0.3,5,0.99,259.4,no colapso
0.4,0.3,5,1,15,colapso
0.4,0.3,5,1,252.8,no colapso
