qfix, qfluct,cost,p,time,colapso
0.2,0.3,10,0.33,394.1,colapso
0.2,0.3,10,0.33,589.5,no colapso
0.2,0.3,10,0.34,468.5,colapso
0.2,0.3,10,0.34,508.5,no colapso
0.2,0.3,10,0.35,417.4,colapso
0.2,0.3,10,0.35,604.8,no colapso
0.2,0.3,10,0.36,428.2,colapso
0.2,0.3,10,0.36,603.6,no colapso
0.2,0.3,10,0.37,370.9,colapso
0.2,0.3,10,0.37,511.4,no colapso
0.2,0.3,10,0.38,413,colapso
0.2,0.3,10,0.38,552.3,no colapso
0.2,0.3,10,0.39,383.8,colapso
0.2,0.3,10,0.39,516.5,no colapso
0.2,0.3,10,0.4,399,colapso
0.2,0.3,10,0.4,526.7,no colapso
0.2,0.3,10,0.41,508.3,colapso
0.2,0.3,10,0.41,809.2,no colapso
0.2,0.3,10,0.42,518.8,colapso
0.2,0.3,10,0.42,707.8,no colapso
0.2,0.3,10,0.43,505.3,colapso
0.2,0.3,10,0.43,777.5,no colapso
0.2,0.3,10,0.44,573.6,colapso
0.2,0.3,10,0.44,988.2,no colapso
0.2,0.3,10,0.45,727.2,colapso
0.2,0.3,10,0.45,1182.5,no colapso
0.2,0.3,10,0.46,1082.1,colapso
0.2,0.3,10,0.46,1545.4,no colapso
0.2,0.3,10,0.47,1011.9,colapso
0.2,0.3,10,0.47,1499.1,no colapso
0.2,0.3,10,0.48,1174.5,colapso
0.2,0.3,10,0.48,1908.8,no colapso
0.2,0.3,10,0.49,1608.3,colapso
0.2,0.3,10,0.49,2626.2,no colapso
0.2,0.3,10,0.5,1674.8,colapso
0.2,0.3,10,0.5,2343.4,no colapso
0.2,0.3,10,0.51,2850.2,colapso
0.2,0.3,10,0.51,4736.3,no colapso
0.2,0.3,10,0.52,2630.3,colapso
0.2,0.3,10,0.52,6292.6,no colapso
0.2,0.3,10,0.53,3151.8,colapso
0.2,0.3,10,0.53,10492.1,no colapso
0.2,0.3,10,0.54,3588.6,colapso
0.2,0.3,10,0.54,16866.6,no colapso
0.2,0.3,10,0.55,2609.7,colapso
0.2,0.3,10,0.55,18846.5,no colapso
0.2,0.3,10,0.56,2039.8,colapso
0.2,0.3,10,0.56,35298,no colapso
0.2,0.3,10,0.57,1490.4,colapso
0.2,0.3,10,0.57,34450.4,no colapso
0.2,0.3,10,0.58,1344.5,colapso
0.2,0.3,10,0.58,56712.6,no colapso
0.2,0.3,10,0.59,1269.6,colapso
0.2,0.3,10,0.59,41516.8,no colapso
0.2,0.3,10,0.6,872.5,colapso
0.2,0.3,10,0.6,17344.9,no colapso
0.2,0.3,10,0.61,1068.2,colapso
0.2,0.3,10,0.61,59780.7,no colapso
0.2,0.3,10,0.62,1116.6,colapso
0.2,0.3,10,0.62,64350.3,no colapso
0.2,0.3,10,0.63,938.8,colapso
0.2,0.3,10,0.63,70172.2,no colapso
0.2,0.3,10,0.64,931,colapso
0.2,0.3,10,0.64,77137.7,no colapso
0.2,0.3,10,0.65,1052.1,colapso
0.2,0.3,10,0.65,50525.5,no colapso
0.2,0.3,10,0.66,899.8,colapso
0.2,0.3,10,0.66,85496.7,no colapso
0.2,0.3,10,0.67,1025.9,colapso
0.2,0.3,10,0.67,189462,no colapso
0.2,0.3,10,0.68,866.2,colapso
0.2,0.3,10,0.68,85312.8,no colapso
0.2,0.3,10,0.69,946.5,colapso
0.2,0.3,10,0.69,218989,no colapso
0.2,0.3,10,0.7,764.2,colapso
0.2,0.3,10,0.7,49396,no colapso
0.2,0.3,10,0.71,909.5,colapso
0.2,0.3,10,0.71,257688,no colapso
0.2,0.3,10,0.72,893.7,colapso
0.2,0.3,10,0.72,280893,no colapso
0.2,0.3,10,0.73,780.9,colapso
0.2,0.3,10,0.73,118881,no colapso
0.2,0.3,10,0.74,972.7,colapso
0.2,0.3,10,0.74,332469,no colapso
0.2,0.3,10,0.75,818.8,colapso
0.2,0.3,10,0.75,88508.9,no colapso
0.2,0.3,10,0.76,834.9,colapso
0.2,0.3,10,0.76,369726,no colapso
0.2,0.3,10,0.77,852,colapso
0.2,0.3,10,0.77,138798,no colapso
0.2,0.3,10,0.78,812.8,colapso
0.2,0.3,10,0.78,440632,no colapso
0.2,0.3,10,0.79,746.6,colapso
0.2,0.3,10,0.79,432246,no colapso
0.2,0.3,10,0.8,685.9,colapso
0.2,0.3,10,0.8,39926.4,no colapso
0.2,0.3,10,0.81,641.6,colapso
0.2,0.3,10,0.81,123262,no colapso
0.2,0.3,10,0.82,669.8,colapso
0.2,0.3,10,0.82,120925,no colapso
0.2,0.3,10,0.83,647.3,colapso
0.2,0.3,10,0.83,120123,no colapso
0.2,0.3,10,0.84,639.9,colapso
0.2,0.3,10,0.84,124989,no colapso
0.2,0.3,10,0.85,669.2,colapso
0.2,0.3,10,0.85,79715,no colapso
0.2,0.3,10,0.86,538.3,colapso
0.2,0.3,10,0.86,106949,no colapso
0.2,0.3,10,0.87,541.6,colapso
0.2,0.3,10,0.87,113887,no colapso
0.2,0.3,10,0.88,544.9,colapso
0.2,0.3,10,0.88,114774,no colapso
0.2,0.3,10,0.89,540,colapso
0.2,0.3,10,0.89,108333,no colapso
0.2,0.3,10,0.9,540.8,colapso
0.2,0.3,10,0.9,61440.4,no colapso
0.2,0.3,10,0.91,536.2,colapso
0.2,0.3,10,0.91,111474,no colapso
0.2,0.3,10,0.92,528.9,colapso
0.2,0.3,10,0.92,107242,no colapso
0.2,0.3,10,0.93,519.3,colapso
0.2,0.3,10,0.93,105280,no colapso
0.2,0.3,10,0.94,526.5,colapso
0.2,0.3,10,0.94,104698,no colapso
0.2,0.3,10,0.95,527,colapso
0.2,0.3,10,0.95,78812.3,no colapso
0.2,0.3,10,0.96,524.8,colapso
0.2,0.3,10,0.96,108004,no colapso
0.2,0.3,10,0.97,526.7,colapso
0.2,0.3,10,0.97,103682,no colapso
0.2,0.3,10,0.98,517.7,colapso
0.2,0.3,10,0.98,105581,no colapso
0.2,0.3,10,0.99,572.3,colapso
0.2,0.3,10,0.99,110169,no colapso
0.2,0.3,10,1,513.5,colapso
0.2,0.3,10,1,44938.3,no colapso
