qfix, qfluct,cost,p,time,colapso
0.1,0.4,10,0.49,143.6,colapso
0.1,0.4,10,0.49,143.8,no colapso
0.1,0.4,10,0.5,146.6,colapso
0.1,0.4,10,0.5,147.1,no colapso
0.1,0.4,10,0.51,160.8,colapso
0.1,0.4,10,0.51,166,no colapso
0.1,0.4,10,0.52,161.7,colapso
0.1,0.4,10,0.52,161.2,no colapso
0.1,0.4,10,0.53,169.1,colapso
0.1,0.4,10,0.53,168.9,no colapso
0.1,0.4,10,0.54,192.5,colapso
0.1,0.4,10,0.54,196.7,no colapso
0.1,0.4,10,0.55,184,colapso
0.1,0.4,10,0.55,191.2,no colapso
0.1,0.4,10,0.56,199.6,colapso
0.1,0.4,10,0.56,200,no colapso
0.1,0.4,10,0.57,210.7,colapso
0.1,0.4,10,0.57,213.7,no colapso
0.1,0.4,10,0.58,217.5,colapso
0.1,0.4,10,0.58,219.5,no colapso
0.1,0.4,10,0.59,220,colapso
0.1,0.4,10,0.59,228.8,no colapso
0.1,0.4,10,0.6,252.4,colapso
0.1,0.4,10,0.6,257.9,no colapso
0.1,0.4,10,0.61,495.6,colapso
0.1,0.4,10,0.61,542.9,no colapso
0.1,0.4,10,0.62,644,colapso
0.1,0.4,10,0.62,655,no colapso
0.1,0.4,10,0.63,867.6,colapso
0.1,0.4,10,0.63,906.4,no colapso
0.1,0.4,10,0.64,1694.9,colapso
0.1,0.4,10,0.64,1602.4,no colapso
0.1,0.4,10,0.65,2068.2,colapso
0.1,0.4,10,0.65,2511.8,no colapso
0.1,0.4,10,0.66,5021.5,colapso
0.1,0.4,10,0.66,5111.9,no colapso
0.1,0.4,10,0.67,7681.7,colapso
0.1,0.4,10,0.67,9323.9,no colapso
0.1,0.4,10,0.68,5569.6,colapso
0.1,0.4,10,0.68,21198.6,no colapso
0.1,0.4,10,0.69,2878.9,colapso
0.1,0.4,10,0.69,42417.6,no colapso
0.1,0.4,10,0.7,1369.1,colapso
0.1,0.4,10,0.7,23177.8,no colapso
0.1,0.4,10,0.71,2221.3,colapso
0.1,0.4,10,0.71,97522.4,no colapso
0.1,0.4,10,0.72,1541.3,colapso
0.1,0.4,10,0.72,114932,no colapso
0.1,0.4,10,0.73,944.3,colapso
0.1,0.4,10,0.73,77393.9,no colapso
0.1,0.4,10,0.74,903.7,colapso
0.1,0.4,10,0.74,163463,no colapso
0.1,0.4,10,0.75,873.3,colapso
0.1,0.4,10,0.75,68619.3,no colapso
0.1,0.4,10,0.76,1215.8,colapso
0.1,0.4,10,0.76,232750,no colapso
0.1,0.4,10,0.77,967,colapso
0.1,0.4,10,0.77,120779,no colapso
0.1,0.4,10,0.78,983.5,colapso
0.1,0.4,10,0.78,272415,no colapso
0.1,0.4,10,0.79,814.1,colapso
0.1,0.4,10,0.79,272003,no colapso
0.1,0.4,10,0.8,703.2,colapso
0.1,0.4,10,0.8,39411.7,no colapso
0.1,0.4,10,0.81,686.7,colapso
0.1,0.4,10,0.81,137800,no colapso
0.1,0.4,10,0.82,693.3,colapso
0.1,0.4,10,0.82,141060,no colapso
0.1,0.4,10,0.83,646,colapso
0.1,0.4,10,0.83,149751,no colapso
0.1,0.4,10,0.84,616.5,colapso
0.1,0.4,10,0.84,144340,no colapso
0.1,0.4,10,0.85,617.1,colapso
0.1,0.4,10,0.85,98594.9,no colapso
0.1,0.4,10,0.86,636.2,colapso
0.1,0.4,10,0.86,156548,no colapso
0.1,0.4,10,0.87,636.2,colapso
0.1,0.4,10,0.87,161802,no colapso
0.1,0.4,10,0.88,613.6,colapso
0.1,0.4,10,0.88,154834,no colapso
0.1,0.4,10,0.89,533.2,colapso
0.1,0.4,10,0.89,153664,no colapso
0.1,0.4,10,0.9,585.2,colapso
0.1,0.4,10,0.9,76884.9,no colapso
0.1,0.4,10,0.91,724.1,colapso
0.1,0.4,10,0.91,141714,no colapso
0.1,0.4,10,0.92,669.3,colapso
0.1,0.4,10,0.92,143042,no colapso
0.1,0.4,10,0.93,624.9,colapso
0.1,0.4,10,0.93,146335,no colapso
0.1,0.4,10,0.94,538.4,colapso
0.1,0.4,10,0.94,158541,no colapso
0.1,0.4,10,0.95,569.8,colapso
0.1,0.4,10,0.95,106822,no colapso
0.1,0.4,10,0.96,727.2,colapso
0.1,0.4,10,0.96,143715,no colapso
0.1,0.4,10,0.97,526.8,colapso
0.1,0.4,10,0.97,129398,no colapso
0.1,0.4,10,0.98,637.8,colapso
0.1,0.4,10,0.98,130729,no colapso
0.1,0.4,10,0.99,539.9,colapso
0.1,0.4,10,0.99,139003,no colapso
0.1,0.4,10,1,587.1,colapso
0.1,0.4,10,1,60847.5,no colapso
