qfix, qfluct, l,p,dof,time,method
0.1,0.4,20,0.42,1.95246,9142,vpg
0.1,0.4,20,0.43,1.93211,230192,pg
0.1,0.4,20,0.43,1.89207,8790,vpg
0.1,0.4,20,0.44,1.8786,242722,pg
0.1,0.4,20,0.44,1.83164,8491,vpg
0.1,0.4,20,0.45,1.82168,245804,pg
0.1,0.4,20,0.45,1.77128,9409,vpg
0.1,0.4,20,0.46,1.75728,259229,pg
0.1,0.4,20,0.46,1.71092,9125,vpg
0.1,0.4,20,0.47,1.70926,286591,pg
0.1,0.4,20,0.47,1.65049,10814,vpg
0.1,0.4,20,0.48,1.64843,311494,pg
0.1,0.4,20,0.48,1.59011,9839,vpg
0.1,0.4,20,0.49,1.58465,360470,pg
0.1,0.4,20,0.49,1.5297,12770,vpg
0.1,0.4,20,0.5,1.52994,403612,pg
0.1,0.4,20,0.5,1.46938,10015,vpg
0.1,0.4,20,0.51,1.49021,441704,pg
0.1,0.4,20,0.51,1.40907,11535,vpg
0.1,0.4,20,0.52,1.42906,556699,pg
0.1,0.4,20,0.52,1.34871,14090,vpg
0.1,0.4,20,0.53,1.37985,619087,pg
0.1,0.4,20,0.53,1.28841,12858,vpg
0.1,0.4,20,0.54,1.32138,896865,pg
0.1,0.4,20,0.54,1.22806,14368,vpg
0.1,0.4,20,0.55,1.27144,1.07094e+06,pg
0.1,0.4,20,0.55,1.16775,13024,vpg
0.1,0.4,20,0.56,1.2246,1.14323e+06,pg
0.1,0.4,20,0.56,1.10743,16460,vpg
0.1,0.4,20,0.57,1.17547,1.23185e+06,pg
0.1,0.4,20,0.57,1.04711,16851,vpg
0.1,0.4,20,0.58,1.12613,1.31715e+06,pg
0.1,0.4,20,0.58,0.986859,20671,vpg
0.1,0.4,20,0.59,1.0895,1.19341e+06,pg
0.1,0.4,20,0.59,0.926657,20064,vpg
0.1,0.4,20,0.6,1.04359,1.20952e+06,pg
0.1,0.4,20,0.6,0.8665,27844,vpg
0.1,0.4,20,0.61,1.00611,1.12344e+06,pg
0.1,0.4,20,0.61,0.806727,69812,vpg
0.1,0.4,20,0.62,0.967579,1.0678e+06,pg
0.1,0.4,20,0.62,0.746971,103427,vpg
0.1,0.4,20,0.63,0.930213,1.07067e+06,pg
0.1,0.4,20,0.63,0.687442,191164,vpg
0.1,0.4,20,0.64,0.893096,1.03314e+06,pg
0.1,0.4,20,0.64,0.62855,394368,vpg
0.1,0.4,20,0.65,0.857525,1.02769e+06,pg
0.1,0.4,20,0.65,0.571437,513522,vpg
0.1,0.4,20,0.66,0.827146,1.01704e+06,pg
0.1,0.4,20,0.66,0.524072,412917,vpg
0.1,0.4,20,0.67,0.798883,1.00718e+06,pg
0.1,0.4,20,0.67,0.484423,424017,vpg
0.1,0.4,20,0.68,0.771375,1.00204e+06,pg
0.1,0.4,20,0.68,0.452776,344816,vpg
0.1,0.4,20,0.69,0.741192,972877,pg
0.1,0.4,20,0.69,0.429659,258893,vpg
0.1,0.4,20,0.7,0.712837,948108,pg
0.1,0.4,20,0.7,0.411938,146649,vpg
0.1,0.4,20,0.71,0.681925,958153,pg
0.1,0.4,20,0.71,0.396798,138011,vpg
0.1,0.4,20,0.72,0.659533,983197,pg
0.1,0.4,20,0.72,0.383148,168822,vpg
0.1,0.4,20,0.73,0.6293,908831,pg
0.1,0.4,20,0.73,0.371464,104703,vpg
0.1,0.4,20,0.74,0.605842,889348,pg
0.1,0.4,20,0.74,0.360252,99080,vpg
0.1,0.4,20,0.75,0.585525,876648,pg
0.1,0.4,20,0.75,0.34975,64990,vpg
0.1,0.4,20,0.76,0.564996,911376,pg
0.1,0.4,20,0.76,0.340323,58000,vpg
0.1,0.4,20,0.77,0.542842,865919,pg
0.1,0.4,20,0.77,0.331599,66074,vpg
0.1,0.4,20,0.78,0.516338,858463,pg
0.1,0.4,20,0.78,0.322976,54932,vpg
0.1,0.4,20,0.79,0.498838,888717,pg
0.1,0.4,20,0.79,0.314483,45310,vpg
0.1,0.4,20,0.8,0.481333,912513,pg
0.1,0.4,20,0.8,0.306,41127,vpg
0.1,0.4,20,0.81,0.463175,926742,pg
0.1,0.4,20,0.81,0.300436,44780,vpg
0.1,0.4,20,0.82,0.44025,925912,pg
0.1,0.4,20,0.82,0.29495,43886,vpg
0.1,0.4,20,0.83,0.426771,921462,pg
0.1,0.4,20,0.83,0.28955,42314,vpg
0.1,0.4,20,0.84,0.406338,924169,pg
0.1,0.4,20,0.84,0.284252,43186,vpg
0.1,0.4,20,0.85,0.392508,958310,pg
0.1,0.4,20,0.85,0.279,44618,vpg
0.1,0.4,20,0.86,0.374125,973792,pg
0.1,0.4,20,0.86,0.273798,51881,vpg
0.1,0.4,20,0.87,0.360758,976182,pg
0.1,0.4,20,0.87,0.268782,45620,vpg
0.1,0.4,20,0.88,0.349404,996114,pg
0.1,0.4,20,0.88,0.263999,37919,vpg
0.1,0.4,20,0.89,0.333571,960597,pg
0.1,0.4,20,0.89,0.259239,37972,vpg
0.1,0.4,20,0.9,0.320104,966962,pg
0.1,0.4,20,0.9,0.2545,37882,vpg
0.1,0.4,20,0.91,0.307238,1.02632e+06,pg
0.1,0.4,20,0.91,0.250136,40216,vpg
0.1,0.4,20,0.92,0.295021,1.01458e+06,pg
0.1,0.4,20,0.92,0.245776,42973,vpg
0.1,0.4,20,0.93,0.281792,1.03242e+06,pg
0.1,0.4,20,0.93,0.241411,40617,vpg
0.1,0.4,20,0.94,0.273458,1.06092e+06,pg
0.1,0.4,20,0.94,0.237101,36949,vpg
0.1,0.4,20,0.95,0.261096,1.07924e+06,pg
0.1,0.4,20,0.95,0.232844,36750,vpg
0.1,0.4,20,0.96,0.248979,1.08064e+06,pg
0.1,0.4,20,0.96,0.228674,35027,vpg
0.1,0.4,20,0.97,0.240425,1.09805e+06,pg
0.1,0.4,20,0.97,0.224601,38415,vpg
0.1,0.4,20,0.98,0.230662,1.08176e+06,pg
0.1,0.4,20,0.98,0.220524,35461,vpg
0.1,0.4,20,0.99,0.221688,1.06716e+06,pg
0.1,0.4,20,0.99,0.216451,34443,vpg
0.1,0.4,20,1,0.212375,1.11182e+06,pg
0.1,0.4,20,1,0.212375,35423,vpg
