qfix, qfluct, l,p,dof,time,method
0.3,0.3,10,0.33,0.657867,13537,pg
0.3,0.3,10,0.33,0.40535,4049,vpg
0.3,0.3,10,0.34,0.633267,13804,pg
0.3,0.3,10,0.34,0.3863,3548,vpg
0.3,0.3,10,0.35,0.614867,13937,pg
0.3,0.3,10,0.35,0.36725,2096,vpg
0.3,0.3,10,0.36,0.587267,13740,pg
0.3,0.3,10,0.36,0.3492,2229,vpg
0.3,0.3,10,0.37,0.582867,13932,pg
0.3,0.3,10,0.37,0.3317,1883,vpg
0.3,0.3,10,0.38,0.5616,13892,pg
0.3,0.3,10,0.38,0.3152,1860,vpg
0.3,0.3,10,0.39,0.5459,13944,pg
0.3,0.3,10,0.39,0.2991,1732,vpg
0.3,0.3,10,0.4,0.5243,14339,pg
0.3,0.3,10,0.4,0.284,1397,vpg
0.3,0.3,10,0.41,0.5178,14126,pg
0.3,0.3,10,0.41,0.2744,1848,vpg
0.3,0.3,10,0.42,0.5016,13884,pg
0.3,0.3,10,0.42,0.2648,1614,vpg
0.3,0.3,10,0.43,0.471467,14076,pg
0.3,0.3,10,0.43,0.2552,1338,vpg
0.3,0.3,10,0.44,0.4693,14043,pg
0.3,0.3,10,0.44,0.2456,1362,vpg
0.3,0.3,10,0.45,0.449467,14169,pg
0.3,0.3,10,0.45,0.236,1104,vpg
0.3,0.3,10,0.46,0.434833,14556,pg
0.3,0.3,10,0.46,0.2266,1182,vpg
0.3,0.3,10,0.47,0.4246,14289,pg
0.3,0.3,10,0.47,0.2176,1059,vpg
0.3,0.3,10,0.48,0.4165,14822,pg
0.3,0.3,10,0.48,0.2094,1093,vpg
0.3,0.3,10,0.49,0.391767,14595,pg
0.3,0.3,10,0.49,0.20145,1111,vpg
0.3,0.3,10,0.5,0.388433,14789,pg
0.3,0.3,10,0.5,0.1935,986,vpg
0.3,0.3,10,0.51,0.377033,14914,pg
0.3,0.3,10,0.51,0.18555,1043,vpg
0.3,0.3,10,0.52,0.3646,14831,pg
0.3,0.3,10,0.52,0.1776,942,vpg
0.3,0.3,10,0.53,0.3634,14877,pg
0.3,0.3,10,0.53,0.1699,930,vpg
0.3,0.3,10,0.54,0.3247,15202,pg
0.3,0.3,10,0.54,0.1624,904,vpg
0.3,0.3,10,0.55,0.323767,15185,pg
0.3,0.3,10,0.55,0.155,910,vpg
0.3,0.3,10,0.56,0.321267,15216,pg
0.3,0.3,10,0.56,0.1476,851,vpg
0.3,0.3,10,0.57,0.306167,15259,pg
0.3,0.3,10,0.57,0.1402,822,vpg
0.3,0.3,10,0.58,0.288767,15381,pg
0.3,0.3,10,0.58,0.1328,849,vpg
0.3,0.3,10,0.59,0.279633,15733,pg
0.3,0.3,10,0.59,0.1254,821,vpg
0.3,0.3,10,0.6,0.273467,15699,pg
0.3,0.3,10,0.6,0.118,777,vpg
0.3,0.3,10,0.61,0.2662,15605,pg
0.3,0.3,10,0.61,0.1149,761,vpg
0.3,0.3,10,0.62,0.2595,14970,pg
0.3,0.3,10,0.62,0.1118,755,vpg
0.3,0.3,10,0.63,0.2457,15117,pg
0.3,0.3,10,0.63,0.1087,748,vpg
0.3,0.3,10,0.64,0.237733,15380,pg
0.3,0.3,10,0.64,0.1056,755,vpg
0.3,0.3,10,0.65,0.223833,15373,pg
0.3,0.3,10,0.65,0.1025,732,vpg
0.3,0.3,10,0.66,0.2225,15411,pg
0.3,0.3,10,0.66,0.1,723,vpg
0.3,0.3,10,0.67,0.215067,15647,pg
0.3,0.3,10,0.67,0.0976,744,vpg
0.3,0.3,10,0.68,0.209667,15707,pg
0.3,0.3,10,0.68,0.0954,747,vpg
0.3,0.3,10,0.69,0.1958,15852,pg
0.3,0.3,10,0.69,0.0932,740,vpg
0.3,0.3,10,0.7,0.192233,16027,pg
0.3,0.3,10,0.7,0.091,727,vpg
0.3,0.3,10,0.71,0.184833,15959,pg
0.3,0.3,10,0.71,0.0891,717,vpg
0.3,0.3,10,0.72,0.1723,16356,pg
0.3,0.3,10,0.72,0.0872,715,vpg
0.3,0.3,10,0.73,0.167833,16420,pg
0.3,0.3,10,0.73,0.08555,718,vpg
0.3,0.3,10,0.74,0.163367,16465,pg
0.3,0.3,10,0.74,0.0839,721,vpg
0.3,0.3,10,0.75,0.158133,16662,pg
0.3,0.3,10,0.75,0.08225,731,vpg
0.3,0.3,10,0.76,0.150133,16761,pg
0.3,0.3,10,0.76,0.0806,708,vpg
0.3,0.3,10,0.77,0.146233,16888,pg
0.3,0.3,10,0.77,0.07895,682,vpg
0.3,0.3,10,0.78,0.141333,16866,pg
0.3,0.3,10,0.78,0.0773,688,vpg
0.3,0.3,10,0.79,0.132233,17063,pg
0.3,0.3,10,0.79,0.07565,688,vpg
0.3,0.3,10,0.8,0.124967,17226,pg
0.3,0.3,10,0.8,0.074,685,vpg
0.3,0.3,10,0.81,0.119867,17271,pg
0.3,0.3,10,0.81,0.07245,672,vpg
0.3,0.3,10,0.82,0.118833,17289,pg
0.3,0.3,10,0.82,0.0709,672,vpg
0.3,0.3,10,0.83,0.1117,17578,pg
0.3,0.3,10,0.83,0.06935,678,vpg
0.3,0.3,10,0.84,0.107633,17710,pg
0.3,0.3,10,0.84,0.0678,677,vpg
0.3,0.3,10,0.85,0.106933,17708,pg
0.3,0.3,10,0.85,0.06625,677,vpg
0.3,0.3,10,0.86,0.0977667,17851,pg
0.3,0.3,10,0.86,0.0647,671,vpg
0.3,0.3,10,0.87,0.0906333,18060,pg
0.3,0.3,10,0.87,0.0632,676,vpg
0.3,0.3,10,0.88,0.0845,18109,pg
0.3,0.3,10,0.88,0.0618,661,vpg
0.3,0.3,10,0.89,0.0807667,18252,pg
0.3,0.3,10,0.89,0.0604,663,vpg
0.3,0.3,10,0.9,0.0809,18398,pg
0.3,0.3,10,0.9,0.059,666,vpg
0.3,0.3,10,0.91,0.0766333,18483,pg
0.3,0.3,10,0.91,0.0576,660,vpg
0.3,0.3,10,0.92,0.0746667,18620,pg
0.3,0.3,10,0.92,0.0562,696,vpg
0.3,0.3,10,0.93,0.0664333,18658,pg
0.3,0.3,10,0.93,0.0548,669,vpg
0.3,0.3,10,0.94,0.0660333,18887,pg
0.3,0.3,10,0.94,0.0534,660,vpg
0.3,0.3,10,0.95,0.0623333,19347,pg
0.3,0.3,10,0.95,0.052,700,vpg
0.3,0.3,10,0.96,0.0570333,19487,pg
0.3,0.3,10,0.96,0.0506,665,vpg
0.3,0.3,10,0.97,0.0541333,19499,pg
0.3,0.3,10,0.97,0.0492,689,vpg
0.3,0.3,10,0.98,0.0519333,19866,pg
0.3,0.3,10,0.98,0.0478,657,vpg
0.3,0.3,10,0.99,0.0477333,20332,pg
0.3,0.3,10,0.99,0.0464,653,vpg
0.3,0.3,10,1,0.045,19568,pg
0.3,0.3,10,1,0.045,638,vpg
