qfix, qfluct, l,p,dof,time,method
0.2,0.3,5,0.54,0.904,172,pg
0.2,0.3,5,0.54,0.6048,12,vpg
0.2,0.3,5,0.55,0.837067,182,pg
0.2,0.3,5,0.55,0.56,13,vpg
0.2,0.3,5,0.56,0.8416,178,pg
0.2,0.3,5,0.56,0.5152,13,vpg
0.2,0.3,5,0.57,0.756,192,pg
0.2,0.3,5,0.57,0.4704,18,vpg
0.2,0.3,5,0.58,0.753067,194,pg
0.2,0.3,5,0.58,0.4256,15,vpg
0.2,0.3,5,0.59,0.74,200,pg
0.2,0.3,5,0.59,0.3808,16,vpg
0.2,0.3,5,0.6,0.715467,207,pg
0.2,0.3,5,0.6,0.336,15,vpg
0.2,0.3,5,0.61,0.688533,205,pg
0.2,0.3,5,0.61,0.3132,26,vpg
0.2,0.3,5,0.62,0.641067,216,pg
0.2,0.3,5,0.62,0.3064,31,vpg
0.2,0.3,5,0.63,0.666933,213,pg
0.2,0.3,5,0.63,0.2996,29,vpg
0.2,0.3,5,0.64,0.613333,214,pg
0.2,0.3,5,0.64,0.2944,28,vpg
0.2,0.3,5,0.65,0.5888,221,pg
0.2,0.3,5,0.65,0.29,25,vpg
0.2,0.3,5,0.66,0.590933,222,pg
0.2,0.3,5,0.66,0.2856,22,vpg
0.2,0.3,5,0.67,0.564267,238,pg
0.2,0.3,5,0.67,0.2812,17,vpg
0.2,0.3,5,0.68,0.5544,225,pg
0.2,0.3,5,0.68,0.2768,20,vpg
0.2,0.3,5,0.69,0.528,233,pg
0.2,0.3,5,0.69,0.2724,17,vpg
0.2,0.3,5,0.7,0.489067,244,pg
0.2,0.3,5,0.7,0.268,16,vpg
0.2,0.3,5,0.71,0.508,241,pg
0.2,0.3,5,0.71,0.2644,16,vpg
0.2,0.3,5,0.72,0.461067,242,pg
0.2,0.3,5,0.72,0.2608,16,vpg
0.2,0.3,5,0.73,0.450933,250,pg
0.2,0.3,5,0.73,0.2572,16,vpg
0.2,0.3,5,0.74,0.458933,238,pg
0.2,0.3,5,0.74,0.2536,18,vpg
0.2,0.3,5,0.75,0.433867,247,pg
0.2,0.3,5,0.75,0.25,20,vpg
0.2,0.3,5,0.76,0.404267,260,pg
0.2,0.3,5,0.76,0.2464,14,vpg
0.2,0.3,5,0.77,0.4136,252,pg
0.2,0.3,5,0.77,0.2428,14,vpg
0.2,0.3,5,0.78,0.369867,254,pg
0.2,0.3,5,0.78,0.2392,13,vpg
0.2,0.3,5,0.79,0.372533,255,pg
0.2,0.3,5,0.79,0.2356,15,vpg
0.2,0.3,5,0.8,0.347733,255,pg
0.2,0.3,5,0.8,0.232,13,vpg
0.2,0.3,5,0.81,0.3568,272,pg
0.2,0.3,5,0.81,0.2296,13,vpg
0.2,0.3,5,0.82,0.333333,271,pg
0.2,0.3,5,0.82,0.2272,12,vpg
0.2,0.3,5,0.83,0.3192,269,pg
0.2,0.3,5,0.83,0.2248,13,vpg
0.2,0.3,5,0.84,0.324533,267,pg
0.2,0.3,5,0.84,0.2224,13,vpg
0.2,0.3,5,0.85,0.305333,277,pg
0.2,0.3,5,0.85,0.22,11,vpg
0.2,0.3,5,0.86,0.301867,281,pg
0.2,0.3,5,0.86,0.2176,11,vpg
0.2,0.3,5,0.87,0.284533,290,pg
0.2,0.3,5,0.87,0.2152,15,vpg
0.2,0.3,5,0.88,0.271733,293,pg
0.2,0.3,5,0.88,0.2128,11,vpg
0.2,0.3,5,0.89,0.274933,288,pg
0.2,0.3,5,0.89,0.2104,11,vpg
0.2,0.3,5,0.9,0.275467,292,pg
0.2,0.3,5,0.9,0.208,12,vpg
0.2,0.3,5,0.91,0.259733,301,pg
0.2,0.3,5,0.91,0.2056,11,vpg
0.2,0.3,5,0.92,0.243467,304,pg
0.2,0.3,5,0.92,0.2032,11,vpg
0.2,0.3,5,0.93,0.239467,307,pg
0.2,0.3,5,0.93,0.2008,11,vpg
0.2,0.3,5,0.94,0.229867,325,pg
0.2,0.3,5,0.94,0.1992,11,vpg
0.2,0.3,5,0.95,0.2224,312,pg
0.2,0.3,5,0.95,0.198,11,vpg
0.2,0.3,5,0.96,0.2136,325,pg
0.2,0.3,5,0.96,0.1968,11,vpg
0.2,0.3,5,0.97,0.208533,319,pg
0.2,0.3,5,0.97,0.1956,11,vpg
0.2,0.3,5,0.98,0.201067,328,pg
0.2,0.3,5,0.98,0.1944,11,vpg
0.2,0.3,5,0.99,0.198133,336,pg
0.2,0.3,5,0.99,0.1932,11,vpg
0.2,0.3,5,1,0.192,338,pg
0.2,0.3,5,1,0.192,11,vpg
