qfix, qfluct, l,p,dof,time,method
0.2,0.3,10,0.85,0.364233,12972,pg
0.2,0.3,10,0.85,0.28225,530,vpg
0.2,0.3,10,0.86,0.349367,13282,pg
0.2,0.3,10,0.86,0.2781,532,vpg
0.2,0.3,10,0.87,0.344333,13230,pg
0.2,0.3,10,0.87,0.27405,547,vpg
0.2,0.3,10,0.88,0.334567,13535,pg
0.2,0.3,10,0.88,0.2702,527,vpg
0.2,0.3,10,0.89,0.318967,13668,pg
0.2,0.3,10,0.89,0.26635,508,vpg
0.2,0.3,10,0.9,0.307833,13748,pg
0.2,0.3,10,0.9,0.2625,524,vpg
0.2,0.3,10,0.91,0.297433,14061,pg
0.2,0.3,10,0.91,0.25865,533,vpg
0.2,0.3,10,0.92,0.295033,14391,pg
0.2,0.3,10,0.92,0.2548,530,vpg
0.2,0.3,10,0.93,0.2829,14178,pg
0.2,0.3,10,0.93,0.25095,521,vpg
0.2,0.3,10,0.94,0.2752,14686,pg
0.2,0.3,10,0.94,0.2472,565,vpg
0.2,0.3,10,0.95,0.264433,14812,pg
0.2,0.3,10,0.95,0.2435,612,vpg
0.2,0.3,10,0.96,0.2573,14990,pg
0.2,0.3,10,0.96,0.24,560,vpg
0.2,0.3,10,0.97,0.248267,15268,pg
0.2,0.3,10,0.97,0.2365,546,vpg
0.2,0.3,10,0.98,0.240633,15144,pg
0.2,0.3,10,0.98,0.233,546,vpg
0.2,0.3,10,0.99,0.2339,15549,pg
0.2,0.3,10,0.99,0.2295,540,vpg
0.2,0.3,10,1,0.226,15700,pg
0.2,0.3,10,1,0.226,526,vpg
