qfix, qfluct, l,p,dof,time,method
0.4,0.2,5,0.92,0.131733,366,pg
0.4,0.2,5,0.92,0.1232,13,vpg
0.4,0.2,5,0.93,0.126667,368,pg
0.4,0.2,5,0.93,0.1228,12,vpg
0.4,0.2,5,0.94,0.1256,362,pg
0.4,0.2,5,0.94,0.1224,13,vpg
0.4,0.2,5,0.95,0.1248,349,pg
0.4,0.2,5,0.95,0.122,12,vpg
0.4,0.2,5,0.96,0.123733,368,pg
0.4,0.2,5,0.96,0.1216,13,vpg
0.4,0.2,5,0.97,0.122133,387,pg
0.4,0.2,5,0.97,0.1212,13,vpg
0.4,0.2,5,0.98,0.124267,388,pg
0.4,0.2,5,0.98,0.1208,13,vpg
0.4,0.2,5,0.99,0.1216,400,pg
0.4,0.2,5,0.99,0.1204,12,vpg
0.4,0.2,5,1,0.12,364,pg
0.4,0.2,5,1,0.12,12,vpg
