qfix, qfluct, l,p,dof,time,method
0,0.4,10,0.89,0.896598,1564,vpg
0,0.4,10,0.9,0.995967,13878,pg
0,0.4,10,0.9,0.8685,1244,vpg
0,0.4,10,0.91,0.949933,13467,pg
0,0.4,10,0.91,0.848352,2754,vpg
0,0.4,10,0.92,0.922833,13139,pg
0,0.4,10,0.92,0.828201,779,vpg
0,0.4,10,0.93,0.879433,12797,pg
0,0.4,10,0.93,0.808049,789,vpg
0,0.4,10,0.94,0.8545,12139,pg
0,0.4,10,0.94,0.788198,628,vpg
0,0.4,10,0.95,0.821333,12001,pg
0,0.4,10,0.95,0.769,589,vpg
0,0.4,10,0.96,0.796733,12139,pg
0,0.4,10,0.96,0.750002,498,vpg
0,0.4,10,0.97,0.758967,12227,pg
0,0.4,10,0.97,0.732251,485,vpg
0,0.4,10,0.98,0.7326,11871,pg
0,0.4,10,0.98,0.714499,433,vpg
0,0.4,10,0.99,0.706533,11854,pg
0,0.4,10,0.99,0.697198,422,vpg
0,0.4,10,1,0.68,12199,pg
0,0.4,10,1,0.68,413,vpg 
